spotifyuri,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,Playlist Name,User Name,Password
spotify:track:1D0DFmg1hvqz392xA0Bpw0,Water Clouds,"Ambientalism, Stefan Mothander",Water Clouds,1,1,175603,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:3AKj2SIi4Z765IPjXgPnvL,Wake up Rested,Biqram,Slip into Darkness,1,2,185490,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:1Ujn2n8YOeyXbUM4fAlN0A,Depths of Eternity,William Roud,Depths of Eternity,1,1,178370,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:4M3PRvEd5Fe7mnAdL4l6FN,Reaching for Casterly,Ambient Solle,Morning in Waiting,1,2,177092,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:1pfOyfuKafxJXajfsnU731,The Ones Left Behind,Martin Rapide,The Ones Left Behind,1,1,148987,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:02edB4CCNTCA8qbKEjmAIE,Far Away Sounds up Close,Sleepaholics,Bits and Pieces,1,3,263998,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:4ZyDRqls8dAig1XSfECoDS,Lost and Found,EIXE,Lost and Found,1,1,115109,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:7MUBSWGaffRJ3ey7CjGCaZ,"Inside River, Pt. 2",Akira Kosemura,DNA,1,3,159394,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:5OpOdnNT8P4aMvYFsmidPN,Dharana Focus,Yolta,Dharana Focus,1,1,171876,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:1qgpt8lrYErtEnEtsMDINX,From Afar,High Blue Sky,From Afar,1,1,166470,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:3kP2VckHqEVcpxgV5wlmtK,Translucent,Oscar Collin,If You Will,1,2,127169,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:2e6uDYgJsa7rgIYzbNVoCi,Carry On,Novo Talos,Carry On,1,1,115484,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:4vHAAUoPpwyyzxCJoRKOQE,Yoga Nidra,Meditation Spa,Piano Relaxation Music For Stress Relief And Healing,1,7,142706,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:7nd51y4iaZaNLZcbAyQZWK,Healing Memories,Kumbhaka,Healing Memories,1,2,202305,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:2h5ayIWSNyTFshP8JR8kZX,Bionic,Solvekin,Bionic,1,1,211303,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:6jJkW2RUsOHCe4hiIk1tED,Quiet Dreams,MVS,Quiet Dreams,1,1,204909,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:58M75fyfarDqc33r3CgWcv,From Dusk til Dark,Strange Imagining,From Dusk til Dark,1,1,187802,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:402eCegPnC05HLdbx6Ds3r,Finally You Needed Me,Ageena,Finally You Needed Me,1,1,226693,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:4qbZuBtFrD55ATmDPRrNOQ,Slip into Darkness,Biqram,Slip into Darkness,1,1,122176,spotify:user:,2019-01-10T22:30:48Z,sleep,Jing,Password
spotify:track:575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,"Shawn Mendes, Zedd",Lost In Japan (Remix),1,1,201253,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3llHPPHKJ9bBYh9pg9TBbf,Waterfall,"Petit Biscuit, Panama",Waterfall,1,1,207600,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:6lZe9DbvrcHZ3Ot2O9BPRc,Feeling of Falling,"Cheat Codes, Kim Petras",Feeling of Falling,1,1,216789,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:5yNEdBlZMxpcVtGKz5NFk5,Side Effects (feat. Emily Warren),"The Chainsmokers, Emily Warren",Sick Boy...Side Effects,1,1,173613,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2EWQudRqLIGfKDqjpzgL8Z,Time Alone (feat. The Griswolds),"Prince Fox, The Griswolds",Time Alone (feat. The Griswolds),1,1,214344,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",So Close (feat. Georgia Ku),1,1,190302,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3qLBz3j26AHO2jBYUQWLA6,Woke Up Late (feat. Hailee Steinfeld),"Drax Project, Hailee Steinfeld",Woke Up Late (feat. Hailee Steinfeld),1,1,181859,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2YX0K9fzoyqWpT5sgyzVXS,Wild Love - Jonas Blue Remix,"James Bay, Jonas Blue",Wild Love (Remixes),1,1,205706,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3gDEo3OPNyAs1jMwSebE24,Chasing Fire - Robin Schulz Remix,"Lauv, Robin Schulz",Chasing Fire (Robin Schulz Remix),1,1,217678,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:0gPledTl1lMHeT9RM72jli,Love U Right,"Tritonal, Lourdiz",Love U Right,1,1,200625,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),"NOTD, Bea Miller",I Wanna Know (feat. Bea Miller),1,1,197938,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:6dX62wjTHi9F1srVTjV89X,8 Letters - R3HAB Remix,"Why Don't We, R3HAB",8 Letters (R3HAB Remix),1,1,132232,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:5Qnk8vP5g9l5SDQKU3qyYQ,Leave,"Borgeous, Jordyn Jones",Leave,1,1,193640,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:53hNIcq8OLj9OUNvQ4ulFM,Love Me,"Felix Cartal, Lights",Love Me,1,1,194871,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:14sOS5L36385FJ3OL8hew4,Happy Now,"Kygo, Sandro Cavazza",Happy Now,1,1,211362,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,Delicate - Seeb Remix,"Taylor Swift, Seeb",Delicate (Seeb Remix),1,1,173265,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3Iee2uf8UXOrOupQzfs1z5,Remember (with ZOHARA),"Gryffin, ZOHARA",Remember (with ZOHARA),1,1,221773,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:59pC3ONM6ggVn0CYi0l1KD,SLOW DANCING IN THE DARK - Loud Luxury Remix,"Joji, Loud Luxury",SLOW DANCING IN THE DARK (Loud Luxury Remix),1,1,176413,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:5EAq82aglKSO7tKya6mDLv,Summer Days - Galantis Remix,"A R I Z O N A, Galantis",Summer Days (Galantis Remix),1,1,161756,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7m9TBqff2j90JZZxXQNbsK,Love You Like That - Mark McCabe Remix,"Dagny, Mark McCabe",Love You Like That (Mark McCabe Remix),1,1,164026,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7GF0URC6CuIxq2fRcCCbrO,Almost Love - R3HAB Remix,"Sabrina Carpenter, R3HAB",Almost Love (R3HAB Remix),1,1,175000,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7mkm8ry8rZEzJ9C5wQZZrY,No Matter (Basic Tape vs. Frances),Basic Tape,No Matter (Basic Tape vs. Frances),1,1,191199,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:0JumfyG7GUshFjxouEXwhw,You Deserve Better - Andrelli Remix,"James Arthur, Andrelli",You Deserve Better (Andrelli Remix),1,1,196493,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:6jreFSOTUAViWjKyzOC4Kg,REMEDY,Alesso,REMEDY,1,1,190295,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:1IjuevPDJ8Sa97wFwQ5j4V,Happier - Frank Walker Remix,"Marshmello, Bastille, Frank Walker",Happier (Remixes),1,1,196571,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:542Xd5qDeLBvgXZXhfW7LE,Obsession (feat. Jon Bellion),"Vice, Jon Bellion",Obsession (feat. Jon Bellion),1,1,221982,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2YNVpj4AfBb3HN1QTqEcVB,Something Strange,"Vicetone, Haley Reinhart",Something Strange,1,1,189579,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:67BEhVyQPe661gMYUyEhLw,I Like The Way,"Tyron Hapi, Liam Ferrari",I Like The Way,1,1,171000,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:0w2CIOs32MeHgUOVgAsDt8,Naked - CADE Remix,"James Arthur, CADE",Naked (CADE Remix),1,1,236746,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:6Et6OSJYZXrO44e0oXcOsf,Walking By,"Felix Cartal, Iselin",Next Season,1,4,218181,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:5PYLyzLdl98hCjBrLRPnsO,Growing Pains - BRAVVO Remix,"Alessia Cara, BRAVVO",Growing Pains (Remixes Pt. 2),1,2,222853,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:082dvln9geqoUZx79tQJ0I,Young,Ruth B.,Safe Haven,1,7,224733,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:6AP7SrxDiQdIoyWZ32nTVm,Take It Back,"Jef Miles, Dom Fricot",Take It Back (Feat. Dom Fricot),1,1,220473,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3QCi7tzTX5RhlR9BI3CbMU,Forever on Your Side (feat. Kina Grannis),"Imaginary Future, Kina Grannis",Sunlight,1,1,242627,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:0byab45cmZntz74RxcASrf,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,"Ellie Goulding, Diplo, Swae Lee, Felix Cartal",Close To Me (Remixes),1,1,223533,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7vLIj2GVAeYrohv8p0JjF0,Sunrise,"ARTY, April Bender",Sunrise,1,1,198223,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7r4nPsLToVIPdsiEeZKF6Y,Thursday - Nicky Romero Remix,"Jess Glynne, Nicky Romero",Thursday (Nicky Romero Remix),1,1,217804,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:14nIFzHQf1OBWf6VHVR8DF,Wherever You Go,"Jonas Blue, Jessie Reyez, Juan Magán",Blue,1,9,208946,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2xfJ2t8tEStlHR1uNUfwEy,U Found Me,Tritonal,U Found Me,1,1,275520,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),"Silk City, Dua Lipa, Diplo, Mark Ronson",Electricity (with Dua Lipa),1,1,238173,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),"Martin Garrix, Bonn",High On Life (feat. Bonn),1,1,230761,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:6DrjofzZm5s8xpMn4IBMyI,The Way I Am - Eden Prince Remix,"Charlie Puth, Eden Prince",The Way I Am (Eden Prince Remix),1,1,192797,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7KjZtxdvksZZx3g7cm7TBa,Alive (The Edge),"Sam Feldt, ROOKIES",Sunrise To Sunset,2,2,193500,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:60cxstE8pABTrgaEs0jCBI,Seventeen,Alessia Cara,Four Pink Walls,1,1,212933,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2njUxZ4151DWIrfIK3loFj,COPYCAT - Sofi Tukker Remix,"Billie Eilish, Sofi Tukker",COPYCAT (Sofi Tukker Remix),1,1,198684,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:7MvSmQSG0iiZCQieeO9tNR,Better - noclue? Remix,"Khalid, noclue?",Better (noclue? Remix),1,1,212500,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3t0J8vI9StQD8KIBkT2Cp5,Tired - Kygo Remix,"Alan Walker, Gavin James, Kygo",Tired (Kygo Remix),1,1,240000,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:4A3kxIKlVVZYFGJxRyj7bV,Party For One - Anki Remix,Carly Rae Jepsen,Party For One (Remixes),1,3,209392,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:43ZeyBuql1TboyWE3ElHXj,In Time,"CAZZETTE, Brando",Stereo Mono,1,1,191954,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:55a4T3yJwr1ZVcKEprSwXC,Emoji,Galantis,Emoji,1,1,151829,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:4G34Ff0WzcHErtO0lCJAh0,Ready (feat. Zach Sorgen),"Tritonal, Sultan + Shepard, Zach Sorgen",Ready (feat. Zach Sorgen),1,1,247500,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2rpBUo2uuVjqIN2KUydSL8,Radio Silence - Ryan Riback Remix,"R3HAB, Jocelyn Alice, Ryan Riback",Radio Silence (Ryan Riback Remix),1,1,177125,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:49uVH18E8TveD5iSGyhZS5,Words,Jasmine Thompson,Wonderland EP,1,7,218773,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:02ilX7F0oF2kU0vrmknOfR,Blur - Felix Cartal Remix,"MØ, Felix Cartal",Blur (Felix Cartal Remix),1,1,238109,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:2vMeBPjULSBy2kY2f9ocAj,Distance,"Nicky Romero, Olivia Holt",Distance,1,1,168000,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:4tGRBza90rBP8VdmYO4M9J,I Am Free,Cosmos & Creature,I Am Free,1,1,200000,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:40ZN3DCKsiw41kRO7JxoNZ,I Love It,"Cheat Codes, DVBBS",I Love It,1,1,163000,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:1PxPkEvQJbDMyyBeKVhQNj,This Feeling,"IYES, Ryan Riback",This Feeling,1,1,198524,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:3Kmcm8m9i6Be5LuWYgt47G,Feels Like,"Vicetone, Laur",Elements,1,4,191611,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:0LWHDtiH5hDfpbg2FEfPdj,Keep Me Up,"Pusher, Sophie Simmons",Paperman,1,4,180820,spotify:user:,2019-03-01T20:28:07Z,cardio,Jing,Password
spotify:track:5w3TTTAo6DIEjQYO3vKZq0,All Nightmare Long,Metallica,Death Magnetic,1,5,477013,spotify:user:12137970152,2018-01-31T03:37:13Z,silver_void,Trey,Password
spotify:track:5faE3X6fmEaopBYtzX98SD,Living After Midnight,Disturbed,The Lost Children,1,16,265626,spotify:user:12127761446,2018-01-31T04:18:31Z,silver_void,Trey,Password
spotify:track:3FA9wGCQWqyoqWDPhsGtO1,The Nexus,Amaranthe,The Nexus,1,3,196040,spotify:user:12127761446,2018-01-31T04:20:33Z,silver_void,Trey,Password
spotify:track:2MvIMgtWyK88OiPi0J8Dg3,Psychosocial,Slipknot,All Hope Is Gone,1,4,283400,spotify:user:12137970152,2018-01-31T04:39:04Z,silver_void,Trey,Password
spotify:track:5W5riPbci6HLF2TkTd2VyA,Dawn of Victory - Re-Recorded,Rhapsody Of Fire,Legendary Years (Re-Recorded),1,1,284880,spotify:user:mangasempai,2018-01-31T04:41:48Z,silver_void,Trey,Password
spotify:track:5YwYXlINeKKdMhHpyKaPZd,Emerald Sword,Rhapsody Of Fire,Tales from the Emerald Sword Saga,1,5,260933,spotify:user:mangasempai,2018-01-31T04:42:58Z,silver_void,Trey,Password
spotify:track:3a9urnht8HvfFzPwd0ipx6,Holy Diver,Killswitch Engage,As Daylight Dies (Special Edition),1,15,250253,spotify:user:12137970152,2018-01-31T04:43:24Z,silver_void,Trey,Password
spotify:track:4XETJI7t8169KgdWezgKPL,Black Diamond - Remastered 2016,Stratovarius,Best Of,1,24,341000,spotify:user:mangasempai,2018-01-31T04:43:24Z,silver_void,Trey,Password
spotify:track:7Ipi0EC8ue2rTvOZ7oCP9v,Battlefield - Remastered 2017,Blind Guardian,A Night at the Opera (Remastered 2017),1,2,335586,spotify:user:1262795919,2018-01-31T04:44:23Z,silver_void,Trey,Password
spotify:track:3qGWbUWxJOO3ngmLjFJoWD,Hard & Fast,"Slash, Myles Kennedy And The Conspirators",Apocalyptic Love,1,11,182386,spotify:user:12127761446,2018-01-31T04:45:30Z,silver_void,Trey,Password
spotify:track:78mjaBatbfvwx5KJwI036H,Mz. Hyde,Halestorm,The Strange Case of... (Deluxe),1,2,202306,spotify:user:mangasempai,2018-01-31T04:45:45Z,silver_void,Trey,Password
spotify:track:6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,Korn,Follow The Leader,1,2,255733,spotify:user:mangasempai,2018-01-31T04:46:29Z,silver_void,Trey,Password
spotify:track:1b5fRX8H8nwccMysihNbzG,Tear of the Goddess,Pentakill,II: Grasp of the Undying,1,3,234750,spotify:user:12127761446,2018-01-31T04:46:59Z,silver_void,Trey,Password
spotify:track:0wFMaHtHKDGyeTXsnzanOy,Lightbringer,Pentakill,Smite and Ignite,1,1,296160,spotify:user:12127761446,2018-01-31T04:47:15Z,silver_void,Trey,Password
spotify:track:6nULLS7CipGMSzgQDxDpd1,Bad Company,Five Finger Death Punch,War Is the Answer,1,12,262440,spotify:user:12137970152,2018-01-31T04:50:53Z,silver_void,Trey,Password
spotify:track:4nm9rEC2KiKeQFq3LbDfM0,Rebellion (The Clans Are Marching),Grave Digger,Masterpieces,1,1,244106,spotify:user:1262795919,2018-01-31T04:51:25Z,silver_void,Trey,Password
spotify:track:7tyXSlcKoimu8sb2SWKOmE,Our Final Stand,DragonForce,Reaching into Infinity (Special Edition),1,11,304186,spotify:user:12127761446,2018-01-31T04:51:50Z,silver_void,Trey,Password
spotify:track:6vS5siwSidItcWFXskcpAA,Our Truth,Lacuna Coil,Karmacode,1,3,243106,spotify:user:1262795919,2018-01-31T04:52:06Z,silver_void,Trey,Password
spotify:track:4UA3PrX0FPWmiBZfTxunz3,Duel of the Fates,Galactic Empire,Galactic Empire,1,3,253814,spotify:user:12127761446,2018-01-31T04:53:14Z,silver_void,Trey,Password
spotify:track:6ffqzH0cLZdKHuZB0rqec0,Plagues of Babylon,Iced Earth,Plagues of Babylon,1,1,467546,spotify:user:1262795919,2018-01-31T04:54:18Z,silver_void,Trey,Password
spotify:track:3nLrhwZBGpn3Hv8yVEnuzw,Stardust,Gemini Syndrome,Lux,1,5,228728,spotify:user:1262795919,2018-01-31T04:55:45Z,silver_void,Trey,Password
spotify:track:2P884dqfjksDMSzUZksfrS,Hells Bells,AC/DC,Who Made Who,1,6,312893,spotify:user:12127761446,2018-01-31T04:56:18Z,silver_void,Trey,Password
spotify:track:7fcfNW0XxTWlwVlftzfDOR,Walk,Pantera,Vulgar Display Of Power,1,3,315120,spotify:user:12137970152,2018-01-31T04:56:21Z,silver_void,Trey,Password
spotify:track:4eNnMvUrSu2TRpySjVC0Pv,Superbeast,Rob Zombie,Hellbilly Deluxe,1,2,220266,spotify:user:12137970152,2018-01-31T04:56:56Z,silver_void,Trey,Password
spotify:track:5dXhC3HFJZUcYWzJ59960b,Shoot to Thrill,AC/DC,Bonfire Box,5,2,317600,spotify:user:12127761446,2018-01-31T04:57:33Z,silver_void,Trey,Password
spotify:track:4vAHXnJ5YWLq5hbIVzZS1h,Spiders,System Of A Down,System Of A Down (Bonus Pack),1,5,215440,spotify:user:1262795919,2018-01-31T04:58:19Z,silver_void,Trey,Password
spotify:track:6LbRIYk8qZFftEa5Yu2gpJ,Bent To Fly,"Slash, Myles Kennedy And The Conspirators",World On Fire,1,6,296706,spotify:user:12127761446,2018-01-31T04:59:50Z,silver_void,Trey,Password
spotify:track:1nwbeMFrqDEIm21ysQKqxN,My Derailment,Adelitas Way,Adelitas Way,1,10,216920,spotify:user:12127761446,2018-01-31T05:00:26Z,silver_void,Trey,Password
spotify:track:0wvIGFIgbyz4JNwQhZgTv2,Rooster,Alice In Chains,Dirt,1,6,374333,spotify:user:12137970152,2018-01-31T05:00:30Z,silver_void,Trey,Password
spotify:track:1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,Rage Against The Machine,The Battle Of Los Angeles,1,5,205600,spotify:user:1262795919,2018-01-31T05:00:34Z,silver_void,Trey,Password
spotify:track:0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,Evil Empire,1,2,229466,spotify:user:12137970152,2018-01-31T05:00:53Z,silver_void,Trey,Password
spotify:track:1ZtVN326V42hioNyRjU4P2,Colors,Crossfade,Crossfade,1,4,198533,spotify:user:1262795919,2018-01-31T05:01:18Z,silver_void,Trey,Password
spotify:track:4wZAghJMqYdxEaFOHtOc2C,Fraccions,Soen,Cognitive,1,2,296573,spotify:user:1262795919,2018-01-31T05:02:30Z,silver_void,Trey,Password
spotify:track:3fP8KXXUoBenEM46UZZgSG,Moist Vagina - 2013 Mix,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,1,15,213453,spotify:user:1262795919,2018-01-31T05:03:33Z,silver_void,Trey,Password
spotify:track:5anCkDvJ17aznvK5TED5uo,Hail to the King,Avenged Sevenfold,Hail to the King,1,2,305906,spotify:user:12137970152,2018-01-31T05:03:40Z,silver_void,Trey,Password
spotify:track:7uSx9pDbxfFsXPyZ4pOm7H,"Atlas, Rise!",Metallica,Hardwired…To Self-Destruct,1,2,388624,spotify:user:12137970152,2018-01-31T05:04:36Z,silver_void,Trey,Password
spotify:track:7MHkweinOceprzkRWIYTTc,Spit Out the Bone,Metallica,Hardwired…To Self-Destruct,2,6,429198,spotify:user:12137970152,2018-01-31T05:04:50Z,silver_void,Trey,Password
spotify:track:3MXA2BkBk0lSuMpRoM7SK2,The Trooper - 1998 Remastered Version,Iron Maiden,Piece of Mind (1998 Remastered Version),1,5,250946,spotify:user:12137970152,2018-01-31T05:07:40Z,silver_void,Trey,Password
spotify:track:61mWefnWQOLf90gepjOCb3,Duality,Slipknot,Vol. 3: The Subliminal Verses [Special Package],1,4,252613,spotify:user:12137970152,2018-01-31T05:08:07Z,silver_void,Trey,Password
spotify:track:4pvljOTffL98X3b9x86HRu,Hallowed Be Thy Name - 1998 Remastered Version,Iron Maiden,The Number of the Beast (1998 Remastered Version),1,9,432506,spotify:user:1262795919,2018-01-31T05:08:36Z,silver_void,Trey,Password
spotify:track:0bEaULBObLN7yJebgoWYpw,Mama (Don't Take My Drugs Away),Bobaflex,Anything That Moves,1,5,216109,spotify:user:1262795919,2018-01-31T05:10:00Z,silver_void,Trey,Password
spotify:track:5tjEFjXJZOiFYfUsH1L6D3,Bury Me With My Guns,Bobaflex,Hell In My Heart,1,3,214533,spotify:user:1262795919,2018-01-31T05:10:08Z,silver_void,Trey,Password
spotify:track:1tNwmvBPL9709aVvg2bzbB,You,Everclear,Black Is The New Black,1,5,232020,spotify:user:1262795919,2018-01-31T05:11:06Z,silver_void,Trey,Password
spotify:track:4WJNMSihHL8e4hs9SkBq9C,Break Stuff,Limp Bizkit,Significant Other,1,4,166706,spotify:user:12137970152,2018-01-31T05:11:47Z,silver_void,Trey,Password
spotify:track:3K8hcmiEnCiVFqqHoMMz4q,I Get It,Chevelle,Vena Sera,1,10,234986,spotify:user:1262795919,2018-01-31T05:12:09Z,silver_void,Trey,Password
spotify:track:5bU4KX47KqtDKKaLM4QCzh,Die MF Die,Dope,Life,1,6,186066,spotify:user:12137970152,2018-01-31T05:14:25Z,silver_void,Trey,Password
spotify:track:77VW8u6inET54YAKN1RSnd,Twisted Transistor,Korn,See You On the Other Side,1,1,188933,spotify:user:12137970152,2018-01-31T05:16:51Z,silver_void,Trey,Password
spotify:track:5mGxQUIVcP37KegJZxaZaa,The Heart From Your Hate,Trivium,The Heart From Your Hate,1,1,243853,spotify:user:1276732684,2018-01-31T05:17:45Z,silver_void,Trey,Password
spotify:track:3gADBuiNvtYo6Xu9cGjm5V,The Last Stand,Sabaton,The Last Stand,1,7,235840,spotify:user:1276732684,2018-01-31T05:17:53Z,silver_void,Trey,Password
spotify:track:37sHvmfucR93McUcq0UNhp,Eye Of The Storm,September Mourning,Eye Of The Storm,1,1,181875,spotify:user:1276732684,2018-01-31T05:18:36Z,silver_void,Trey,Password
spotify:track:0Hxty2K8F2DrrCXQyQVpBo,You Spin Me Round (Like A Record),Dope,Felons and Revolutionaries,1,14,163666,spotify:user:12137970152,2018-01-31T05:18:38Z,silver_void,Trey,Password
spotify:track:06WohfoFEUa5faNy8f9S5N,Adrenalize,In This Moment,Blood,1,3,255773,spotify:user:1276732684,2018-01-31T05:19:22Z,silver_void,Trey,Password
spotify:track:1yYr4D1KjhhyDD5bZIiFQy,In Waves,Trivium,In Waves (Special Edition),1,2,302466,spotify:user:1276732684,2018-01-31T05:19:37Z,silver_void,Trey,Password
spotify:track:4Ku3OOZWR4tpKNCVFXILY8,You Only Live Once,Suicide Silence,The Black Crown,1,4,192560,spotify:user:mangasempai,2018-01-31T05:20:28Z,silver_void,Trey,Password
spotify:track:6jc5gHCmrZW1XLcRM3wFlC,"Hey Man, Nice Shot - Remastered Version",Filter,Short Bus,1,1,314440,spotify:user:1262795919,2018-01-31T05:20:32Z,silver_void,Trey,Password
spotify:track:2MMrjobPrVLrozyfFXsFJx,Becoming the Bull,Atreyu,Lead Sails Paper Anchor,1,4,220600,spotify:user:12137970152,2018-01-31T05:20:37Z,silver_void,Trey,Password
spotify:track:25mSOE3LW1IREKGhSeRUVx,Ascendancy,Trivium,Ascendancy,1,5,265480,spotify:user:1276732684,2018-01-31T05:21:24Z,silver_void,Trey,Password
spotify:track:03zYFtluA21jFWQVPMbUYO,Only for the Weak,In Flames,Clayman (Reissue 2014),1,3,295226,spotify:user:1276732684,2018-01-31T05:21:35Z,silver_void,Trey,Password
